"Titolo","Genere","Durata","Anno di uscita","Lingua","Regista","Casa di produzione","Tag","Trama","titolo","trama","data_uscita","regista","durata","casa di produzione","genere","tag","lingua"
"Dark Hall","[\"thriller\",\"fantastico\",\"drammatico\",\"orrore\"]",96,2018,"inglese","[\"Rodrigo Cortés Giráldez\",\"spagnolo\",47]","Fickle Fish Films|Nostromo Pictures|Temple Hill Entertainment","[\"horror\",\"fantasy\",\"fantascienza\"]","Kit Gordy è una ragazzina problematica che viene mandata al collegio di Blackwood quando il suo carattere forte diventa troppo difficile da gestire per sua madre. Una volta arrivata Kit conosce l'eccentrica direttrice Madame Duret e incontra altre quattro studentesse della scuola anche loro con vite travagliate. Mentre esplorano i labirintici corridoi della scuola Kit e le altre ragazze scoprono che Blackwood nasconde un secolare segreto radicato nel paranormale. La ragazza una sera insieme a Veronica si intrufola in una stanza dove trova dei documenti appartenenti alle ragazze che frequentavano il collegio un tempo e notano che la gran parte di loro è deceduta per suicidi le ragazze però vengono sorprese e Veronica si assume la colpa facendo nascondere Kit Madame Duret consegna la ragazza ai fantasmi del collegio che si impossessano di lei Madame Duret racconta a Kit e Izzy le uniche due rimaste che esse servivano come tramite per gli artisti deceduti e che tutti avevano un dono; Ashley fa da tramite per Elizabeth una scrittrice morta prematuramente Sierra per un pittore che si firma T.C. Izzy per un matematico Kit per un pianista. La ragazza però corre in camera da Ashley cerca di aiutarla ma essa si suiciderà gettandosi dalla finestra Sierra muore in camera sua per malnutrizione Izzy si getterà tra le fiamme del fuoco appiccato accidentalmente da Kit la governante morirà nelle fiamme abbracciando il figlio defunto la professoressa di letteratura si sacrifica per mandare avanti i ragazzi e Madame Duret (dopo aver ucciso il professore di matematica) verrà posseduta e si darà fuoco mentre Jules si sacrificherà per Kit. Arrivata la polizia con l’ambulanza portano via Veronica e Kit quasi in fin di vita vede il padre mentre i paramedici la soccorrono e gli dice finalmente addio prima di risvegliarsi.",,,,,,,,,
,,,,,,,,,"Fight Club","Il protagonista è un uomo il cui vero nome non è mai pronunciato. Lavora come consulente nel ramo assicurativo di un'importante casa automobilistica. Si tratta dello stereotipo dello yuppie frustrato dalla vita moderna: schiavo del consumismo depresso insonne ansioso e stordito dal jet lag.",1999,"David Fincher",151,"20th Century Fox","drammatico","[\"bipolare\",\"combattimenti\",\"consumismo\",\"americano\"]","italiano"
"Maze Runner-Il labirinto","azione",113,2014,"inglese","Wes Ball","20th Century Fox","[\"azione\",\"labirinto\",\"runner\"]","Un ragazzo di nome Thomas si sveglia, senza alcuna memoria del suo passato, in uno strano posto chiamato Glade. Popolato da altri ragazzi, il Glade è una struttura chiusa e circondata da alte mura di pietra, utili a proteggere i residenti dai Grievers, i mostri che vivono nel labirinto sottostante. Ogni giorno, alcuni dei ragazzi vengono scelti per avventurarsi nel labirinto e cercare di mapparne un modello nel tentativo di trovare una via di uscita, senza ottenere grandi risultati. L’arrivo di una ragazza in coma porterà con sé grandi risvolti…",,,,,,,,,
